role,genre,age,comment,kind_of_comment,complaint
alumno,hombre,20,Me encanta cómo cuidan la cafetería y el ambiente estudiantil.,positivo,
alumno,hombre,26,"Como alumno de 26 años, la comida está sabrosa y el servicio es rápido.",positivo,
madre,mujer,48,"Sabor deficiente, como mamá, y la atención también deja mucho que desear.",negativo,sabor
alumno,hombre,26,"Como alumno, la cafetería me encanta; buen ambiente para estudiar.",positivo,
alumno,hombre,24,La cafetería siempre me atiende rápido y la comida está muy buena.,positivo,
alumno,mujer,26,"Como alumna, me encanta la cafetería: buen servicio y comida.",positivo,
maestro,hombre,53,"El precio está muy alto para un café universitario; como docente, esperaba más accesibilidad.",negativo,precio
maestro,hombre,57,"Como maestro, a mis 57 años, el sabor de la comida de la cafetería deja mucho que desear.",negativo,sabor
visita,hombre,37,"El precio está muy alto para lo que ofrecen, voy a buscar otras opciones.",negativo,precio
alumno,hombre,24,"El sabor de la comida en la cafetería de la Universidad Panamericana está decepcionante; además, el precio está alto.",negativo,sabor
maestro,mujer,41,"Variedad insuficiente en la cafetería, como profesora, el sabor es repetitivo.",negativo,variedad
maestro,mujer,32,"Variedad insuficiente en la cafetería, como profesora de 32 años, esperaba más opciones entre clases.",negativo,variedad
alumno,mujer,26,"Como alumna, la variedad de opciones es muy limitada y el sabor no siempre acompaña.",negativo,variedad
alumno,hombre,26,La atención en la cafetería me parece adecuada.,neutro,
trabajador,hombre,26,"Como trabajador, el sabor de la comida deja mucho que desear, y el precio no ayuda.",negativo,sabor
madre,mujer,75,"El sabor de los platillos de la cafetería me decepciona; como mamá de 75 años, espero mejoras.",negativo,sabor
alumno,mujer,26,"Me encanta la cafetería de la Universidad Panamericana, siempre con buen ambiente y servicio.",positivo,
alumno,mujer,17,"Precio caro para lo que ofrecen, además el sabor no compensa.",negativo,precio
alumno,mujer,29,"Instalaciones deficientes; como alumna, entre clases no me siento cómoda y la limpieza deja mucho que desear.",negativo,instalaciones
madre,mujer,79,"Como mamá mayor, la variedad de opciones en la cafetería es muy poca para mi gusto, y eso me fastidia.",negativo,variedad
trabajador,mujer,33,"Como empleada, la cafetería siempre me sorprende con su ambiente.",positivo,
alumno,mujer,17,"Me encanta la vibra de la cafetería, siempre hay buena onda.",positivo,
alumno,mujer,17,"Las instalaciones de la cafetería están mal, y el ambiente me resulta incómodo.",negativo,instalaciones
maestro,hombre,42,"El precio es demasiado alto para lo que ofrecen; como profesor, esperaba algo más accesible.",negativo,precio
trabajador,mujer,32,El sabor de los platillos ha estado mal y como trabajadora de la cafetería me preocupa la consistencia.,negativo,sabor
alumno,mujer,24,Precio excesivo para lo que ofrecen; la atención podría mejorar.,negativo,precio
alumno,hombre,29,"La cafetería de la universidad me encanta, buen ambiente y servicio rápido.",positivo,
visita,hombre,37,,negativo,variedad
madre,mujer,67,"Como madre, la cafetería está bien para las pausas.",neutro,
alumno,hombre,21,"La cafetería está increíble, buen ambiente y servicio siempre.",positivo,
alumno,mujer,21,"Como alumna, la variedad de la cafetería está muy limitada.",negativo,variedad
maestro,mujer,34,"El precio está muy alto para lo que ofrecen; como profesora, esperaba mejor relación costo-valor y mayor atención.",negativo,precio
trabajador,hombre,31,"Como trabajador, las instalaciones de la cafetería están descuidadas y eso afecta mi día a día.",negativo,instalaciones
alumno,hombre,19,"Como alumno de 19 años, el precio está muy alto para lo que ofrecen en la cafetería, y la porción es pequeña.",negativo,precio
visita,hombre,41,"El precio está muy alto para lo que ofrecen, la atención deja mucho que desear.",negativo,precio
madre,mujer,69,"Aprecio la cafetería, solo observo algunos detalles.",neutro,
trabajador,hombre,43,"Como trabajador, los precios de la cafetería están por encima de mi sueldo.",negativo,precio
maestro,hombre,60,La experiencia en la cafetería ha sido adecuada.,neutro,
maestro,mujer,47,"Como maestra, el precio está muy alto para la calidad que ofrecen; además, el ambiente no ayuda.",negativo,precio
maestro,hombre,54,"Sabor deficiente en la comida y, como profesor de 54 años, me deja con dudas sobre la calidad.",negativo,sabor
alumno,mujer,27,"Me encanta la cafetería, la vibra universitaria y los platillos deliciosos.",positivo,
alumno,hombre,29,El sabor de la comida está deficiente y como alumno ya no me convence la cafetería.,negativo,sabor
maestro,hombre,56,"Como profesor de 56 años, el ambiente de la cafetería me parece decepcionante y las instalaciones dejan mucho que desear.",negativo,instalaciones
alumno,mujer,25,La variedad es muy limitada y siempre traen lo mismo; me deja con hambre entre clases.,negativo,variedad
maestro,hombre,56,"Sabor de los platillos es el mayor fallo de la cafetería, como profesor de 56 años.",negativo,sabor
maestro,hombre,44,"Como profe de 44 años, el sabor de los platillos no me convence y la atención podría mejorar.",negativo,sabor
madre,mujer,57,"Como madre de 57 años, el precio me parece excesivo para la calidad.",negativo,precio
alumno,hombre,18,"Como alumno de 18 años, el sabor de la comida de la cafetería es muy malo; ya no aguanto comer ahí.",negativo,sabor
maestro,mujer,58,Me encanta la atención y el ambiente; siempre vuelvo contenta.,positivo,
padre,hombre,71,La cafetería de la Universidad Panamericana mantiene un sabor excelente y un ambiente muy agradable.,positivo,
alumno,mujer,26,Las instalaciones deficientes arruinan mi experiencia en la cafetería.,negativo,instalaciones
trabajador,mujer,37,"El precio está muy alto y, como trabajadora de la cafetería, la atención deja mucho que desear.",negativo,precio
alumno,mujer,18,"Sabor deficiente, como alumna, la comida está sosa y ya no quiero volver a la cafetería.",negativo,sabor
alumno,hombre,30,"Como alumno de 30 años, la cafetería siempre tiene buen ambiente y buena atención.",positivo,
trabajador,mujer,36,"Como trabajadora, el sabor de los platillos no me convence; esperaba algo más fresco.",negativo,sabor
maestro,hombre,45,"Como profesor, en general la cafetería cumple, sin mayores observaciones.",neutro,
maestro,hombre,53,La cafetería siempre tiene buen ambiente y atención; ayuda a concentrarme en clase.,positivo,
alumno,mujer,27,"Como alumna de 27 años, me encanta la cafetería; buen ambiente y atención.",positivo,
alumno,mujer,30,"La variedad está muy limitada; como alumna, siempre termino comiendo lo mismo.",negativo,variedad
maestro,mujer,30,"Como profesora, valoro mucho la atención y las opciones rápidas entre clases.",positivo,
madre,mujer,78,"Como mamá de la universidad, con mis años, la variedad de la cafetería es insuficiente y el precio alto.",negativo,variedad
alumno,mujer,25,"Como alumna, el precio está muy alto para lo que ofrecen y la atención es lenta.",negativo,precio
madre,mujer,45,"Como mamá, la cafetería de la universidad me encanta.",positivo,
maestro,hombre,44,"Las instalaciones de la cafetería están en mal estado y se ven descuidadas; como maestro, afectan mi experiencia diaria.",negativo,instalaciones
alumno,hombre,17,El precio de la comida en la cafetería está muy alto para un chavo de 17 años.,negativo,precio
maestro,mujer,49,"Como profesora de 49 años, las instalaciones están en mal estado y el mobiliario resulta incómodo.",negativo,instalaciones
visita,mujer,19,"Como visitante, la cafetería me dejó muy buena impresión.",positivo,
maestro,hombre,56,"Instalaciones deterioradas y poco cómodas; como profesor, espero mejoras inmediatas.",negativo,instalaciones
maestro,hombre,43,"Como profesor, el precio me parece alto para lo que ofrecen, y la atención podría mejorar.",negativo,precio
maestro,hombre,54,"Variedad limitada en la cafetería de la Universidad Panamericana; como profesor veterano, necesito más opciones.",negativo,variedad
madre,mujer,68,"Instalaciones deficientes, como madre de 68 años, me resultan incómodas.",negativo,instalaciones
padre,hombre,40,"Como padre de familia, la cafetería funciona, solo algunos detalles.",neutro,
alumno,hombre,21,"Precio alto, como alumno de 21 años, la comida ya no vale lo que cuesta.",negativo,precio
maestro,mujer,30,"Sabor deficiente, como profesora, espero que puedan mejorar la cafetería pronto.",negativo,sabor
padre,hombre,57,"Como padre, agradezco el buen servicio y la comida de calidad en la cafetería.",positivo,
alumno,hombre,17,"El precio está carísimo, siendo alumno de 17 años, siento que la porción no compensa.",negativo,precio
madre,mujer,56,"Como mamá, la cafetería está bien, sin comentarios.",neutro,
alumno,mujer,28,"La cafetería está bien, pero podría mejorar.",neutro,
alumno,mujer,23,"Como alumna, me encanta la cafetería de la Universidad Panamericana: ambiente agradable y servicio atento.",positivo,
visita,hombre,36,"El sabor no me gustó, como visitante la opción fue poco variada y la atención dejó mucho que desear.",negativo,sabor
madre,mujer,60,"El precio está muy alto para una cafetería universitaria, y como madre de familia la atención también me deja dudas.",negativo,precio
alumno,mujer,20,La variedad es muy limitada y eso me deja con pocas opciones para comer entre clases.,negativo,variedad
alumno,hombre,26,"La cafetería cumple, sin grandes sorpresas.",neutro,
maestro,hombre,47,"Como profesor de 47 años, el precio de los alimentos está alto y la relación costo-calidad podría mejorar.",negativo,precio
madre,mujer,43,"Las instalaciones de la cafetería están muy descuidadas; como madre, me preocupa la comodidad de mis hijos.",negativo,instalaciones
alumno,mujer,27,"Como alumna, el sabor de los platillos últimamente está malo y ya me da ganas de no volver a comer aquí.",negativo,sabor
maestro,mujer,31,"Como profesora en la Universidad Panamericana, la cafetería mantiene buen ambiente y servicio.",positivo,
padre,hombre,73,"Como padre de 73 años, la variedad de la cafetería de la Universidad Panamericana es muy limitada y eso me deja sin opciones.",negativo,variedad
padre,hombre,52,"Como padre, la atención es excelente y el ambiente es muy agradable.",positivo,
alumno,hombre,30,El precio es alto para un alumno de 30 años; la atención en la cafetería podría mejorar.,negativo,precio
alumno,mujer,25,"Me encanta la vibra de la cafetería, siempre me atienden rápido.",positivo,
maestro,hombre,33,"El sabor de los platillos de la cafetería está mal; como maestro, esperaba algo más.",negativo,sabor
maestro,hombre,55,"El sabor dejó mucho que desear; como profesor de 55 años, esperaba algo más consistente y una atención más atenta.",negativo,sabor
visita,hombre,32,Me encantó la cafetería de la Universidad Panamericana; volveré pronto.,positivo,
padre,hombre,51,"Como padre, en general está bien, sin grandes observaciones.",neutro,
madre,mujer,74,La cafetería de la universidad está muy bien; atienden con cariño y la comida está deliciosa.,positivo,
alumno,hombre,21,"La cafetería de la Panamericana está de lujo, buen ambiente y servicio atento.",positivo,
maestro,hombre,47,"La variedad de opciones es insuficiente, y como profesor necesito más alternativas para mis pausas entre clases.",negativo,variedad
alumno,hombre,18,"La cafetería de la uni está chida, siempre me atienden rápido.",positivo,
alumno,mujer,28,"Como alumna de 28 años, siento que el precio es muy alto para lo que ofrecen.",negativo,precio
trabajador,hombre,29,Es funcional para mi día a día en la universidad.,neutro,
madre,mujer,73,"Sabor decepcionante, como si la comida estuviera recalentada; y el precio no me ayuda.",negativo,sabor
padre,hombre,57,"Como padre de 57 años, las instalaciones están muy deterioradas y complican el día a día.",negativo,instalaciones
padre,hombre,62,"Como padre, valoro que la cafetería mantenga buena atención y calidad.",positivo,
maestro,mujer,37,"Como profesora, la cafetería está bien, sin contratiempos.",neutro,
visita,hombre,22,"Como visitante, la cafetería está muy bien y el ambiente invita a quedarse; volveré.",positivo,
alumno,mujer,19,Las instalaciones de la cafetería están mal mantenidas y como alumna de 19 años me afectan.,negativo,instalaciones
padre,hombre,41,"Como padre de familia, la variedad es insuficiente; siempre lo mismo y ya no me convence.",negativo,variedad
alumno,mujer,17,"Me encanta la cafetería, siempre hay opciones rápidas y sabrosas.",positivo,
madre,mujer,72,"Como mamá de 72 años, la cafetería de la Panamericana está deliciosa y me atienden con cariño.",positivo,
madre,mujer,41,"Como mamá, agradezco la buena atención y el ambiente cómodo de la cafetería.",positivo,
maestro,hombre,48,El precio es demasiado alto para un maestro como yo.,negativo,precio
alumno,mujer,28,Me encanta la atención y el ambiente; perfecto para estudiar entre clases.,positivo,
trabajador,hombre,50,"Como trabajador de la universidad, a mis 50 años, el sabor del café es lo que más falla; ya no puedo confiar en la cafetería para empezar mi día.",negativo,sabor
trabajador,mujer,29,"Como trabajadora, valoro la atención y la buena vibra de la cafetería de la Universidad Panamericana.",positivo,
trabajador,mujer,40,"Como trabajadora, las instalaciones están muy deterioradas y la atención también deja mucho que desear.",negativo,instalaciones
trabajador,mujer,50,"Como trabajadora, me agrada la atención y el ambiente de la cafetería.",positivo,
alumno,hombre,29,La variedad de la cafetería es muy limitada y ya cansan las mismas opciones.,negativo,variedad
alumno,hombre,26,"La cafetería está increíble, buen ambiente y servicio rápido, me encanta.",positivo,
madre,mujer,70,"En general, la cafetería funciona bien.",neutro,
alumno,mujer,29,"Como alumna, el precio está demasiado alto para lo que ofrecen.",negativo,precio
maestro,mujer,44,"Como profesora, la cafetería ofrece servicio razonable, sin sorpresas.",neutro,
trabajador,mujer,28,"Sabor deficiente en los platillos de la cafetería; como trabajadora, me deja insatisfecha.",negativo,sabor
maestro,mujer,60,"Como profesora, la cafetería mantiene un servicio amable y variado que acompaña mis largas jornadas.",positivo,
alumno,hombre,26,"La cafetería va bien, nada que reportar.",neutro,
visita,mujer,15,"La visita estuvo tranquila, sin más comentarios.",neutro,
alumno,mujer,19,"La cafetería me encanta, buen ambiente y servicio siempre amable.",positivo,
